Nr.;SM Nr.;Fund Nr.;Gefäss Nr.;Masken Nr.;Kartonage Nr.;Grab;Umgebung;Areal;Raum;Abhub;Schnitt/Quadrant;Position/Befund;Befund Vergesellschaftung;Befund Kommentar;Material;Material Zusatz;Objekttyp;Objekttyp Zusatz;Dekoration;Objektbeschreibung;Aufschrift;Datierung 1;Datierung 2;Höhe (cm);Breite (cm);Tiefe (cm);Durchmesser 1 (cm), rim;Durchmesser 2 (cm), body;Brandspuren;Feuchtigkeit;Zeichnung
;40C_Kart_007-204;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Outer band composed of drop-shaped beads.;;Neues Reich;18 D;3.3;4.9;;;;;;
;40C_Kart_007-205;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Outer band composed of drop-shaped beads. Burn marks: blackened interior side.;;Neues Reich;18 D;2.1;3.5;;;;Verrusst;;
;40C_Kart_007-206;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Outer band composed of drop-shaped beads. Burn marks: blackened interior side.;;Neues Reich;18 D;3.2;3.7;;;;Verrusst;;
;40C_Kart_007-208;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Outer band composed of drop-shaped beads.;;Neues Reich;18 D;1.1;2.2;;;;;;
;40D_Kart_011_cat9_26;;;9;;40;;;D;;E1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Outer band composed of drop-shaped beads.;;Neues Reich;18 D;3.3;2.3;;;;;;
;40D_Kart_011_cat9_27;;;9;;40;;;D;;E1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, likely trace of the collar.  Dekoration: traces of polychromy. Burn marks: blackened interior side, melted black coating on the exterior side.;;Neues Reich;18 D;3.9;3.8;;;;Verrusst& Geschmolzen;;
;40D_Kart_012-008;;;9;;40;;;D;1;E2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Outer band composed of drop-shaped beads.;;Neues Reich;18 D;2;2.7;;;;;;
;40D_Kart_013-003_FK112-T032;;;9;;40;;;D;;F1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the left, front side of the mask, trace of the terminal of the collar.  Dekoration: Polychrome hawk-headed terminal of the collar. Burn marks: blackened interior side, melted black coating on the exterior side.;;Neues Reich;18 D;8.2;5.5;;;;Verrusst& Geschmolzen;;
;40D_Kart_013_cat9_30;;;9;;40;;;D;;G1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Outer band composed of drop-shaped beads. Burn marks: blackened interior side, melted black coating on the exterior side .;;Neues Reich;18 D;3.3;6.9;;;;Verrusst& Geschmolzen;;
;40C_kart_004-093_FK064;;;10;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: lightly blackened exterior side?;;Neues Reich;18 D;8.8;7.2;;;;Verrusst;;
;40C_kart_004-096_FK064;;;10;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: lightly blackened exterior side .;;Neues Reich;18 D;9.8;8.6;;;;Verrusst;;
;40C_kart_005-017_FK042 ;;;10;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Glued with 40C_kart_005-013_FK042. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;3;2.2;;;;;;
;40C_kart_005-013_FK042;;;10;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Glued with 40C_kart_005-017_FK042. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;3;2.2;;;;;;
;40C_kart_005-015_FK042;;;10;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Glued with 40C_kart_005-014_FK042. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;3.2;2.5;;;;;;
;40C_kart_005-014_FK042;;;10;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Glued with 40C_kart_005-015_FK042.  Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;;;;;;;;
;40C_kart_005-018_FK042 ;;;10;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Glued with 40C_kart_005-012_FK042. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;4.2;5.1;;;;;;
;40C_kart_005-012_FK042;;;10;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Glued with 40C_kart_005-018_FK042. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;;;;;;;;
;40C_kart_006-050 ;;;10;;40;;;C;1;SIII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;4.6;4.7;;;;;;
;40C_kart_006-052;;;10;;40;;;C;1;SIII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;3.3;3.1;;;;;;
;40C_kart_006-053;;;10;;40;;;C;1;SIII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;1.8;1.9;;;;;;
;40C_kart_006-057;;;10;;40;;;C;1;SIII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;3;3.8;;;;;;
;40C_Kart_001-007;;;11;;40;;;C;1;SI;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Multiple, polychrome bands, garland of mandrake fruits, and outer band composed of drop-shaped beads . Burn marks: lightly blackened exterior and exterior sides.;;Neues Reich;18 D;5.8;4.6;;;;Verrusst;;
;40C_kart_004-B_FK065;;;11;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, part of the face.  Dekoration: Yellow painted face.;;Neues Reich;18 D;3.9;4.9;;;;;;
;40C_kart_005-019_FK042;;;11;;40;;;C;2;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, part of the face.  Dekoration: Yellow painted face.;;Neues Reich;18 D;6.6;5.5;;;;;;
;40D_Kart_008-006 ;;;11;;40;;;D;1;C1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar. Glued with 40D_Kart_008-008.  Dekoration: Garland of mandrake fruits, and outer band composed of drop-shaped beads.;;Neues Reich;18 D;4.1;3.5;;;;;;
;40D_Kart_008-008;;;11;;40;;;D;1;C1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar. Glued with 40D_Kart_008-006.  Dekoration: Garland of mandrake fruits, and outer band composed of drop-shaped beads.;;Neues Reich;18 D;4.1;3.5;;;;;;
;40E_kart_015-A_FK089-T009;;;11;;40;;;E;1;F3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: lightly blackened exterior side.;;Neues Reich;18 D;5.1;5.3;;;;Verrusst;;
;40E_kart_015-B_FK089-T009;;;11;;40;;;E;1;F3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened interior side, lightly blackened exterior side.;;Neues Reich;18 D;2.9;2;;;;Verrusst;;
;40E_kart_015-C_FK089-T009;;;11;;40;;;E;1;F3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened interior side, lightly blackened exterior side.;;Neues Reich;18 D;3.6;2;;;;Verrusst;;
;40E_kart_015-D_FK089-T009;;;11;;40;;;E;1;F3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened interior side, lightly blackened exterior side.;;Neues Reich;18 D;2.6;1.3;;;;Verrusst;;
;40E_kart_015-E_FK089-T009;;;11;;40;;;E;1;F3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened interior side, lightly blackened exterior side.;;Neues Reich;18 D;1.7;1.6;;;;Verrusst;;
;40E_kart_015-F_FK089-T009;;;11;;40;;;E;1;F3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: lightly blackened exterior side .;;Neues Reich;18 D;1.8;2.4;;;;Verrusst;;
;40C_Kart_007-140;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;7;7;;;;Verrusst;;
;40C_Kart_007-141;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;10;14.1;;;;Verrusst;;
;40C_Kart_007-142;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the back side of the mask, trace of the wig.  Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;7.8;5;;;;Verrusst;;
;40C_Kart_007-143;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage flikely rom the wig.  . Burn marks: blackened interior side.;;Neues Reich;18 D;4.5;2.9;;;;Verrusst;;
;40C_Kart_007-144;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;7.3;5.1;;;;Verrusst;;
;40C_Kart_007-145;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;4.2;5.2;;;;Verrusst;;
;40C_Kart_007-146;;;12;;40;;;C;1;SIV ;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;4.1;3.1;;;;Verrusst;;
;40C_Kart_007-147;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;4;4.6;;;;Verrusst;;
;40C_Kart_007-148;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black substance and a small trace of yellow pigment (stripe?) . Burn marks: blackened interior side.;;Neues Reich;18 D;2.1;3.1;;;;Verrusst;;
;40C_Kart_007-149;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;4.9;3.3;;;;Verrusst;;
;40C_Kart_007-150;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;2.9;3.2;;;;Verrusst;;
;40C_Kart_007-151;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;4.9;2.1;;;;Verrusst;;
;40C_Kart_007-152;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;5;4.3;;;;Verrusst;;
;40C_Kart_007-153;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;5.4;5.9;;;;Verrusst;;
;40C_Kart_007-154;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;5.7;5.9;;;;Verrusst;;
;40C_Kart_007-155;;;12;;40;;;C;1;SIV ;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;4.6;4.1;;;;Verrusst;;
;40C_Kart_007-156;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;3;2.6;;;;Verrusst;;
;40C_Kart_007-157;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;3.8;4;;;;Verrusst;;
;40C_Kart_007-158;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;6.2;4.1;;;;Verrusst;;
;40C_Kart_007-159;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;4;2.8;;;;Verrusst;;
;40C_Kart_007-160;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;8.3;5.6;;;;Verrusst;;
;40C_Kart_007-175;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the face. Dekoration: Yellow and black painted outer surface.;;Neues Reich;18 D;5.1;2.4;;;;;;
;40C_Kart_007-176;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the face. Dekoration: Yellow painted outer surface, edges of the eyebrows. Burn marks: blackened interior side.;;Neues Reich;18 D;3.1;3.3;;;;Verrusst;;
;40C_Kart_007-177;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the face. Dekoration: Yellow and black painted outer surface, part of the forehead(?). Burn marks: blackened interior side.;;Neues Reich;18 D;6.8;3.9;;;;Verrusst;;
;40C_Kart_007-178;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the face. Dekoration: Yellow and black painted outer surface, right eyeline and eyebrow. Burn marks: blackened interior side.;;Neues Reich;18 D;5;5.5;;;;Verrusst;;
;40C_Kart_007-179;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the face. Dekoration: Yellow painted outer surface, left eye. Burn marks: blackened interior side.;;Neues Reich;18 D;3.8;4.8;;;;Verrusst;;
;40C_Kart_007-180;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the face. Dekoration: Yellow painted outer surface, part of the left, black eyebrow.;;Neues Reich;18 D;0.6;1.8;;;;;;
;40C_Kart_007-181;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the face. Dekoration: Yellow painted outer surface. Burn marks: blackened interior side.;;Neues Reich;18 D;9.5;6.2;;;;Verrusst;;
;40C_Kart_007-183;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the face. Dekoration: Yellow painted outer surface, part of the neck(?). Burn marks: blackened interior side.;;Neues Reich;18 D;7;3.8;;;;Verrusst;;
;40C_Kart_007-184;;;12;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the face. Dekoration: Yellow painted outer surface. Burn marks: blackened interior side.;;Neues Reich;18 D;4;2.6;;;;Verrusst;;
;40D_Kart_001-003;;;12;;40;;;D;1;A1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;10.8;11;;;;Verrusst;;
;40D_Kart_001-004;;;12;;40;;;D;1;A1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;4.9;4;;;;Verrusst;;
;40D_Kart_004-007_FK121-T041;;;12;;40;;;D;1;B1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;7.9;6.3;;;;Verrusst;;
;40D_Kart_010_FK52;;;12;;40;;;D;1;D2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes (traces of a previous, underlying decoration). Burn marks: blackened interior side.;;Neues Reich;18 D;15.3;6.9;;;;Verrusst;;
;40D_Kart_010-002;;;12;;40;;;D;1;D2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;8.7;9.1;;;;Verrusst;;
;40D_Kart_010-004;;;12;;40;;;D;1;D2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;2.9;3.7;;;;Verrusst;;
;40D_Kart_010-005;;;12;;40;;;D;1;D2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes (traces of a previous, underlying decoration). Burn marks: blackened interior side.;;Neues Reich;18 D;8.5;3.8;;;;Verrusst;;
;40D_Kart_010-006;;;12;;40;;;D;1;D2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;6.2;8.1;;;;Verrusst;;
;40D_Kart_010-007;;;12;;40;;;D;1;D2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;4.2;3.1;;;;Verrusst;;
;40D_Kart_013-001_FK112-T032;;;12;;40;;;D;1;F1;;;;Komposit;Kartonage;;;;Fragment of cartonnage from the wig? Burn marks: blackened interior side.;;Neues Reich;18 D;2.8;4.3;;;;Verrusst;;
;40D_Kart_013-005_FK112-T032;;;12;;40;;;D;1;F1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;3.2;2.8;;;;Verrusst;;
;40D_Kart_013-007_FK112-T032;;;12;;40;;;D;1;F1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;4.3;2.9;;;;Verrusst;;
;40D_Kart_013-008_FK112-T032;;;12;;40;;;D;1;F1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;4.9;4.1;;;;Verrusst;;
;40D_Kart_013-009_FK112-T032;;;12;;40;;;D;1;F1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;5.6;2.4;;;;Verrusst;;
;40D_Kart_013-010_FK112-T032;;;12;;40;;;D;1;F1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;4.1;6.9;;;;Verrusst;;
;40D_Kart_013-011_FK112-T032;;;12;;40;;;D;1;F1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Yellow stripes visible under the black substance. Burn marks: blackened interior side.;;Neues Reich;18 D;8;5.7;;;;Verrusst;;
;40D_Kart_013-012_FK112-T032;;;12;;40;;;D;1;F1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;5.7;3.5;;;;Verrusst;;
;40D_Kart_013-014_FK112-T032;;;12;;40;;;D;1;F1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes (traces of a previous, underlying decoration). Burn marks: blackened interior side.;;Neues Reich;18 D;9;9;;;;Verrusst;;
;40D_Kart_016-001;;;12;;40;;;D;1;G2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of some lineaments of the face.  Dekoration: Yellow painted outer surface, right eye and eyebrow. Burn marks: blackened interior side.;;Neues Reich;18 D;4.5;5;;;;Verrusst;;
;40D_Kart_016-002;;;12;;40;;;D;1;G2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of some lineaments of the face.  Dekoration: Yellow painted outer surface, part of the left eye and eyebrow. Burn marks: blackened interior side.;;Neues Reich;18 D;3.6;2.2;;;;Verrusst;;
;40D_Kart_016-003;;;12;;40;;;D;1;G2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, likely trace of the chin and of the neck.  Dekoration: Yellow painted outer surface, bottom part of the chin, upper part of the neck . Burn marks: blackened interior side.;;Neues Reich;18 D;6.4;4.9;;;;Verrusst;;
;40D_Kart_016-004;;;12;;40;;;D;1;G2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the mouth and the nose.  Dekoration: Yellow painted outer surface, nose, mouth. Burn marks: blackened interior side.;;Neues Reich;18 D;9.5;7;;;;Verrusst;;
;40D_Kart_016-005;;;12;;40;;;D;1;G2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, maybe part of the ear.  Dekoration: Yellow painted outer surface, top part of the ear (?) . Burn marks: blackened interior side.;;Neues Reich;18 D;2.8;2.5;;;;Verrusst;;
;40C_Kart_007-077;;;13;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened exterior side and melted black substance on the exterior side.;;Neues Reich;18 D;8.5;5;;;;Verrusst& Geschmolzen;;
;40C_Kart_007-079;;;13;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened exterior side and melted black substance on the exterior side.;;Neues Reich;18 D;4.4;4.4;;;;Verrusst& Geschmolzen;;
;40C_Kart_007-086;;;13;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened exterior side and damaged exterior side.;;Neues Reich;18 D;6;5.3;;;;Verrusst;;
;40C_Kart_007-088;;;13;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened exterior side and damaged exterior side.;;Neues Reich;18 D;8.4;5.5;;;;Verrusst;;
;40C_Kart_007-089;;;13;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened exterior side and melted black substance on the exterior side.;;Neues Reich;18 D;5;5.8;;;;Verrusst;;
;40C_Kart_007-091;;;13;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig? Dekoration: Some small traces of yellow pigment (stripes?) over the black substance. Burn marks: blackened exterior side and melted black substance on the exterior side.;;Neues Reich;18 D;3.8;4;;;;Verrusst;;
;40C_Kart_007-092;;;13;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig? Dekoration: Some small traces of yellow pigment (stripes?) over the black substance. Burn marks: blackened exterior side and melted black substance on the exterior side.;;Neues Reich;18 D;10.3;5.5;;;;Verrusst;;
;40C_Kart_007-093;;;13;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig? Dekoration: Black substance only. Burn marks: blackened exterior side and melted black substance on the exterior side.;;Neues Reich;18 D;3.8;2.2;;;;;;
;40C_Kart_007-161;;;14;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes.;;Neues Reich;18 D;2.1;1.6;;;;;;
;40C_Kart_007-162;;;14;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes.;;Neues Reich;18 D;3.3;4.7;;;;;;
;40C_Kart_007-163;;;14;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes.;;Neues Reich;18 D;6.2;4.3;;;;;;
;40C_Kart_007-164;;;14;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes.;;Neues Reich;18 D;6;2.5;;;;;;
;40C_Kart_007-165;;;14;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes.;;Neues Reich;18 D;5;4.7;;;;;;
;40C_Kart_007-166;;;14;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes.;;Neues Reich;18 D;5.5;4.5;;;;;;
;40C_Kart_007-167;;;14;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes.;;Neues Reich;18 D;3.3;2;;;;;;
;40C_Kart_007-168;;;14;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes.;;Neues Reich;18 D;4.6;2.9;;;;;;
;40C_Kart_007-169;;;14;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes.;;Neues Reich;18 D;5.9;7;;;;;;
;40C_Kart_007-170;;;14;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes.;;Neues Reich;18 D;6;3.8;;;;;;
;40C_Kart_007-171;;;14;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes.;;Neues Reich;18 D;5.1;4.6;;;;;;
